date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:05:31	927335/927335	---M--	200	added ('OK')	image/svg+xml	etag:%2247937129e592da1:0%22	https://u2globalpromo.xyz/assets/css/la-brands-400-O3J3RJOS.svg	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/la-brands-400-O3J3RJOS.svg	(from https://u2globalpromo.xyz/assets/css/icons.css)
14:05:31	33916/33916	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225ac07129e592da1:0%22	https://u2globalpromo.xyz/assets/css/la-regular-400-PNT4KM2T.eot	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/la-regular-400-PNT4KM2T.eot	(from https://u2globalpromo.xyz/assets/css/icons.css)
14:05:33	33916/33916	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225ac07129e592da1:0%22	https://u2globalpromo.xyz/assets/css/la-regular-400-PNT4KM2T.eot?	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/la-regular-400-PNT4KM2Td41d.eot	(from https://u2globalpromo.xyz/assets/css/icons.css)
14:05:33	12900/12900	---M--	200	added ('OK')	font/x-woff2	etag:%2279d97129e592da1:0%22	https://u2globalpromo.xyz/assets/css/la-regular-400-X6VKWRSW.woff2	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/la-regular-400-X6VKWRSW.woff2	(from https://u2globalpromo.xyz/assets/css/icons.css)
14:05:35	15489/15489	---M--	200	added ('OK')	font/x-woff	etag:%2263ee7129e592da1:0%22	https://u2globalpromo.xyz/assets/css/la-regular-400-6RPJSTIW.woff	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/la-regular-400-6RPJSTIW.woff	(from https://u2globalpromo.xyz/assets/css/icons.css)
14:05:36	33724/33724	---M--	200	added ('OK')	application/octet-stream	etag:%22bae57029e592da1:0%22	https://u2globalpromo.xyz/assets/css/la-regular-400-34F2J7YZ.ttf	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/la-regular-400-34F2J7YZ.ttf	(from https://u2globalpromo.xyz/assets/css/icons.css)
14:05:37	113535/113535	---M--	200	added ('OK')	image/svg+xml	etag:%22e1f97029e592da1:0%22	https://u2globalpromo.xyz/assets/css/la-regular-400-LYMOBRDA.svg	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/la-regular-400-LYMOBRDA.svg	(from https://u2globalpromo.xyz/assets/css/icons.css)
14:05:39	226312/226312	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2289627129e592da1:0%22	https://u2globalpromo.xyz/assets/css/la-solid-900-QVUSAB64.eot	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/la-solid-900-QVUSAB64.eot	(from https://u2globalpromo.xyz/assets/css/icons.css)
14:05:40	226312/226312	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2289627129e592da1:0%22	https://u2globalpromo.xyz/assets/css/la-solid-900-QVUSAB64.eot?	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/la-solid-900-QVUSAB64d41d.eot	(from https://u2globalpromo.xyz/assets/css/icons.css)
14:05:41	96752/96752	---M--	200	added ('OK')	font/x-woff2	etag:%22bfa67129e592da1:0%22	https://u2globalpromo.xyz/assets/css/la-solid-900-RZOHS333.woff2	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/la-solid-900-RZOHS333.woff2	(from https://u2globalpromo.xyz/assets/css/icons.css)
14:05:42	125421/125421	---M--	200	added ('OK')	font/x-woff	etag:%225ac07129e592da1:0%22	https://u2globalpromo.xyz/assets/css/la-solid-900-PXMBKEUD.woff	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/la-solid-900-PXMBKEUD.woff	(from https://u2globalpromo.xyz/assets/css/icons.css)
14:05:44	226128/226128	---M--	200	added ('OK')	application/octet-stream	etag:%22227229e592da1:0%22	https://u2globalpromo.xyz/assets/css/la-solid-900-LAWDUD4I.ttf	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/la-solid-900-LAWDUD4I.ttf	(from https://u2globalpromo.xyz/assets/css/icons.css)
14:05:46	923151/923151	---M--	200	added ('OK')	image/svg+xml	etag:%22cb3d7129e592da1:0%22	https://u2globalpromo.xyz/assets/css/la-solid-900-K3G53YR3.svg	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/la-solid-900-K3G53YR3.svg	(from https://u2globalpromo.xyz/assets/css/icons.css)
14:05:46	405670/405670	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222f4a7129e592da1:0%22	https://u2globalpromo.xyz/assets/css/boxicons-6NVWQSCQ.eot	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/boxicons-6NVWQSCQ.eot	(from https://u2globalpromo.xyz/assets/css/icons.css)
14:05:47	115680/115680	---M--	200	added ('OK')	font/x-woff2	etag:%2227767129e592da1:0%22	https://u2globalpromo.xyz/assets/css/boxicons-AQ5N6WP7.woff2	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/boxicons-AQ5N6WP7.woff2	(from https://u2globalpromo.xyz/assets/css/icons.css)
14:05:48	321020/321020	---M--	200	added ('OK')	font/x-woff	etag:%22f7d37129e592da1:0%22	https://u2globalpromo.xyz/assets/css/boxicons-5JNJQPUP.woff	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/boxicons-5JNJQPUP.woff	(from https://u2globalpromo.xyz/assets/css/icons.css)
14:05:52	2945/2945	---M-Z	200	added ('OK')	application/javascript	etag:%22fa918823ff8bda1:0%22	https://u2globalpromo.xyz/assets/js/authentication-main.js	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/js/authentication-main.js	(from https://u2globalpromo.xyz/sign-in.html)
14:05:52	1242122/1242122	---M--	200	added ('OK')	image/svg+xml	etag:%2263267229e592da1:0%22	https://u2globalpromo.xyz/assets/css/boxicons-NNFHLMOR.svg?	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/boxicons-NNFHLMORd41d.svg	(from https://u2globalpromo.xyz/assets/css/icons.css)
14:05:53	35202/35202	---M-Z	200	added ('OK')	text/html	etag:%22905fbc8a862db1:0%22	https://u2globalpromo.xyz/forgot-password.html	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/forgot-password.html	(from https://u2globalpromo.xyz/sign-in.html)
14:05:54	587/587	---M-Z	200	added ('OK')	application/javascript	etag:%22aa598675d11cd91:0%22	https://u2globalpromo.xyz/assets/js/show-password.js	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/js/show-password.js	(from https://u2globalpromo.xyz/sign-in.html)
14:05:55	320944/320944	---M--	200	added ('OK')	application/octet-stream	etag:%22e857229e592da1:0%22	https://u2globalpromo.xyz/assets/css/boxicons-GDR4JU3X.ttf	C:/My%20Web%20Sites/u2u%20html/u2globalpromo.xyz/assets/css/boxicons-GDR4JU3X.ttf	(from https://u2globalpromo.xyz/assets/css/icons.css)
14:06:01	86927/86927	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.3.1/jquery.min.js	C:/My%20Web%20Sites/u2u%20html/ajax.googleapis.com/ajax/libs/jquery/3.3.1/jquery.min.js	(from https://u2globalpromo.xyz/sign-up.asp)
